id,accountId,amount,transactionType,transactionDate
332,CY24 6605 7091 KTSL FIKT HEO2 MEWB,-1.84,Retiro,2023-10-16
333,IS06 0384 1580 6581 7943 3015 18,9142.48,Ingreso,2023-12-14
334,NL82 LIWQ 1855 4856 44,2580.29,Ingreso,2023-10-04
335,FR72 3016 5935 22AM 78QW 8QKE H63,-4851.94,Retiro,2023-06-08
336,KZ38 277E LGTB JME9 EE6R,2255.48,Ingreso,2023-03-01
337,DO47 CMXA 7666 7084 8768 6207 6248,-5195.63,Retiro,2023-12-05
338,SE67 9654 6320 6994 7653 5087,7579.01,Ingreso,2023-04-11
339,BG38 LSAW 4126 18KA JBSB IX,5998.78,Ingreso,2023-09-24
340,PK82 AAWJ B9EF ELEC 5RNJ TY2W,8417.26,Ingreso,2023-07-05
341,LB60 6308 4ZI3 H1WZ QZN3 UUIW ZVLF,2959.12,Ingreso,2023-10-05
342,BG85 RTWN 9623 13BB CAOE AQ,-8081.01,Retiro,2023-06-30
343,AT28 5516 3476 1662 3783,-3740.97,Retiro,2023-09-26
344,AT11 3259 6924 5237 7721,-5422.39,Retiro,2023-11-30
345,FR59 0008 2637 89HN KQWV SIGZ H05,9422.28,Ingreso,2023-02-09
346,LU86 288W Q1VO LQVQ L9YU,-9233.78,Retiro,2023-01-09
347,BA37 6597 7710 9160 3174,-3256.66,Retiro,2022-12-30
348,LB76 3741 Z0ZQ JG2J 9SXU JFZN RHRZ,4672.7,Ingreso,2023-09-02
349,KZ36 086V QUCH A1BM MBVG,7370.54,Ingreso,2023-12-12
350,FI75 5207 9474 4174 65,726.08,Ingreso,2023-02-17
351,HR20 7679 7178 1540 5283 7,-5000.55,Retiro,2023-02-26
352,CR91 4050 5302 4674 7855 1,-4525.57,Retiro,2023-07-01
353,GB76 MLOJ 7051 1901 9357 30,-3658.48,Retiro,2023-06-19
354,MR51 9918 9756 5275 2170 4297 648,7092.27,Ingreso,2023-09-13
355,RO43 BJFW PJFZ DZZG EMGL CREC,30.81,Ingreso,2023-08-09
356,AD36 0559 8725 RJKJ O1VU HDNJ,6907.89,Ingreso,2023-11-08
357,HU08 3652 1522 1309 2259 0452 3425,-9368.17,Retiro,2023-01-25
358,GT06 400B S9E1 CQG1 W3NG UIP0 NSCS,-5610.76,Retiro,2023-06-17
359,GB61 PBYG 7778 1972 4579 02,8931.95,Ingreso,2023-02-21
360,EE87 6810 8328 7966 9519,-5602.74,Retiro,2023-03-28
361,KZ06 189O PZAD WRMX RVCC,-8950.14,Retiro,2023-08-12
362,GL45 7796 0051 5040 16,-674.34,Retiro,2023-03-21
363,RO68 OPDZ UF8G YIFK 44FW IB1F,-7252.64,Retiro,2023-01-11
364,FR88 6643 4084 32TE SVJO DPVJ J93,-2786.73,Retiro,2023-08-29
365,AD76 4505 0499 HA7T GNBB IB8E,7551.47,Ingreso,2023-01-27
366,ME25 2893 8095 6872 4329 35,6003.16,Ingreso,2023-01-31
367,FR24 3426 6614 92BK RB8A M1II F93,-397.57,Retiro,2022-12-28
368,AZ88 ISNW KDYN MVT2 MWAC TJ4K 5ESH,2849.84,Ingreso,2023-05-03
369,FR43 7092 2760 31ZZ 2JDC JGTM J09,1020.02,Ingreso,2023-05-31
370,FR73 5023 8313 51JA TRMT 9JYS 676,-5611.87,Retiro,2023-09-17
371,EE46 6844 9999 2487 2930,448.97,Ingreso,2023-08-16
372,TR03 9836 7HJD MMK0 SD9V HRRK OZ,-9845.82,Retiro,2022-12-30
373,AL21 9462 9053 ZMWA NDMD X5JC KGRU,7040.83,Ingreso,2023-08-03
374,AL64 7446 3081 QHGE BJX3 IZ91 ENBT,-3586.24,Retiro,2023-09-12
375,BA17 5267 8446 0902 2096,143.48,Ingreso,2023-02-04
376,MK33 4751 2ZNH ZVUR H05,-5515.38,Retiro,2023-10-30
377,DE98 1010 9449 3391 8706 28,9006.08,Ingreso,2023-08-27
378,GE53 YM54 4853 3750 3095 99,-9407.56,Retiro,2023-10-02
379,FR94 4221 0567 98FN 2GHC 3GGF 528,7821.68,Ingreso,2023-07-02
380,IL92 5249 5287 2805 2059 892,9076.65,Ingreso,2023-09-29
381,NL94 MLTS 4120 4387 51,-5098.86,Retiro,2023-08-19
382,FR82 5989 2026 65KM 2GDT BOBP 394,-3642.04,Retiro,2023-04-23
383,MR38 9596 3302 9304 4113 2977 569,-8496.0,Retiro,2023-03-27
384,CR24 8432 3464 8785 4864 8,-1753.67,Retiro,2023-09-29
385,FR06 1741 6739 97H3 MAGJ 6D6E R21,4887.72,Ingreso,2023-06-04
386,FR22 5980 0222 17AU 7JGN QKNV S03,-9570.11,Retiro,2023-02-20
387,FR40 8653 8642 90SO 5QXG JKIG U24,1678.63,Ingreso,2023-06-02
388,FR68 0027 4873 28DQ ZSZY RGVB J01,-9001.03,Retiro,2022-12-22
389,KZ98 259E UPEL XSYE 9IBC,2279.0,Ingreso,2023-06-06
390,MK71 726L XP9I 3YGH B14,-4164.06,Retiro,2023-05-16
391,FR48 3943 4884 796T ONWH V802 Y37,9682.94,Ingreso,2023-07-05
392,PK93 SQGU JEIY JABP DLIY YM7U,6908.1,Ingreso,2023-05-07
393,MR67 5437 5289 5956 7357 4103 603,1796.79,Ingreso,2023-11-27
394,AT12 3275 9927 1684 8552,2427.16,Ingreso,2023-06-16
395,MU46 HPRY 0452 6651 2467 5188 462F TV,5947.01,Ingreso,2023-01-13
396,MD55 OVOH H5CN 0VDA ZIMU KNX4,-9092.35,Retiro,2023-03-08
397,FR51 6132 4113 50QH O01V KXWU F60,4539.12,Ingreso,2022-12-22
398,FI51 8455 3030 7356 64,7964.32,Ingreso,2023-03-16
399,GT24 PIM9 RZRJ B79R BF36 IOPH OKJZ,-7328.29,Retiro,2023-05-07
400,FR73 4206 5720 37YC HMKP 3UTN E38,-2051.81,Retiro,2023-03-12
401,FR02 2254 3078 480U V7KI 99AL Y14,-9672.78,Retiro,2023-09-05
402,GT97 FVZY XPGK S6RE PWQI UTJ6 89CI,3685.48,Ingreso,2023-06-14
403,BG08 ZIEC 0859 65CT FW3I E5,1232.47,Ingreso,2023-03-09
404,FO41 5207 1862 9661 72,9870.94,Ingreso,2023-05-28
405,PS24 VNOS MMPJ NAAI BOAX NQGI 11WN D,3415.3,Ingreso,2023-11-10
406,SI37 3415 9696 5357 372,-927.3,Retiro,2023-04-15
407,IS73 4958 2231 9879 8224 4524 39,-9048.92,Retiro,2023-11-16
408,AZ87 WYFE YWZN QBN4 B8JF 0YIX FSGB,2817.15,Ingreso,2023-10-06
409,LB12 8000 ZRIZ XM5T ZZ8X R1W6 6PTV,7346.65,Ingreso,2023-07-15
410,AZ44 JXQS QK4A STAF TO6L BNWM SEVA,5738.16,Ingreso,2023-06-22
411,FR22 0433 6083 41ET TEFH NKBG D60,-6858.29,Retiro,2023-07-08
412,FR04 9291 0756 21VF YVCM FRHT R34,-5234.59,Retiro,2023-03-13
413,LV76 CJUZ HWDK 1SVU RM7O W,3144.86,Ingreso,2023-01-15
414,BE61 7733 4848 4019,-1781.57,Retiro,2023-04-23
415,FR11 5178 1701 79OG DWOE EYEB H09,4811.08,Ingreso,2023-01-20
416,FR22 0060 4231 42DL 4POE 1ZRP C67,-3904.63,Retiro,2023-05-23
417,DK89 3575 7582 6023 16,1960.08,Ingreso,2023-02-21
418,DE05 7121 2056 0541 9111 90,-2491.16,Retiro,2023-07-15
419,CY46 6354 9335 Z8VI S8ND VAAK 5TH5,3462.0,Ingreso,2023-07-18
420,RS29 6624 3607 5160 1501 99,-9493.45,Retiro,2023-10-01
421,MU86 GXKR 9720 0127 2549 9442 939D MN,-1824.5,Retiro,2023-07-26
422,KW50 XWWX 2S50 QRJL CSWY MNDQ ENAY HK,-413.03,Retiro,2023-12-07
423,RO08 AGWU S3Y6 MOIR 4HZD QPF1,7322.99,Ingreso,2023-10-16
424,TR83 6630 9OWK W0PM SUNH LAOM TY,-8251.08,Retiro,2023-10-29
425,AD44 5364 0881 6D6V V1XR FCBV,-7768.15,Retiro,2023-01-09
426,AD05 3910 1017 TP24 LWYT YJJX,-3222.91,Retiro,2023-10-11
427,LB15 5842 R9TW 2VPG 2A5L PAAU QKQV,-4357.0,Retiro,2023-08-22
428,GE20 WL89 2989 5126 9991 79,-6969.75,Retiro,2023-10-21
429,FR61 5685 7192 50FD VRJD WAER 016,2014.56,Ingreso,2023-11-11
430,BG36 NETW 3891 9501 KI8I EG,-8973.24,Retiro,2023-06-09
431,FR70 7316 2690 67VK L8XV LREG S79,-2248.26,Retiro,2023-02-17
432,MU25 HQFO 9055 0984 2192 9420 090D LP,-929.82,Retiro,2023-03-08
433,CZ73 1251 8817 2632 7042 0623,5110.85,Ingreso,2022-12-30
434,BH12 TDBR YTNR YBSE AZ1D GO,-1512.73,Retiro,2023-08-27
435,FO15 5031 2806 8540 37,-1007.17,Retiro,2023-12-10
436,PS18 KQQZ XSJ3 Y9YF CP0J 53TD EN33 W,8872.29,Ingreso,2023-01-17
437,FI74 0114 9295 6133 82,3504.54,Ingreso,2023-07-26
438,FO86 5273 9889 2114 14,-1901.08,Retiro,2023-01-20
439,KW03 IWBP UAEL CGY0 INID OTGO OUP8 XK,-1594.88,Retiro,2023-04-11
440,FO11 2479 5512 6888 15,-3392.47,Retiro,2023-05-16
441,FR86 7990 2674 23EO ZHXN VEB3 Z58,-2515.47,Retiro,2023-01-24
442,TR15 9503 2YYI PP3U GWTK 4GOY OK,-7845.5,Retiro,2023-10-16
443,FR84 8910 6967 77VV OZEM GLUQ 206,-4439.65,Retiro,2023-11-23
444,DE05 3133 0836 9288 2935 49,-5586.76,Retiro,2023-08-10
445,IS08 9657 5585 1776 0821 1105 05,885.39,Ingreso,2023-09-03
446,CH93 9729 3JK7 OFGE PNAW T,-1563.17,Retiro,2023-05-22
447,PS37 QKDF GZWG IAQS I1KY MNUB ZSO4 P,-5051.94,Retiro,2023-09-28
448,MC58 0611 9564 34AV XBQT CTER F24,9351.24,Ingreso,2023-09-22
449,IT88 N252 5663 442Q SIIZ S0DY CI2,-859.75,Retiro,2023-09-13
450,BA17 6418 6032 4905 3755,916.8,Ingreso,2023-12-10
451,BG86 XDFI 3183 20WN TTKR YV,-2110.1,Retiro,2023-04-27
452,FR12 4080 4030 153Q AX8Q LQCV O84,-5940.34,Retiro,2023-08-22
453,AT81 2354 6057 6493 5292,7286.43,Ingreso,2023-05-09
454,CR95 1257 9132 5252 4609 5,-1555.0,Retiro,2023-01-10
455,SK35 8107 5521 2023 2964 5122,-3657.6,Retiro,2023-12-06
456,BA18 8728 9947 7610 8691,-2695.34,Retiro,2023-06-01
457,FR73 0995 2410 446Q FRFL 4FFO O62,-8530.84,Retiro,2023-02-07
458,KW27 FAYU OJIF YHQC KSKS 7UX7 KBFK OB,10.8,Ingreso,2022-12-19
459,MT36 SHRR 5282 9MJM LJXY JLX0 6UOI KPX,587.73,Ingreso,2023-10-25
460,FR57 9351 4062 59S9 QTCB SDWA I80,5364.92,Ingreso,2023-06-02
461,IL71 4170 2818 8686 5785 365,6537.77,Ingreso,2023-06-11
462,CR70 4927 8646 2504 8655 9,4174.95,Ingreso,2023-06-06
463,BH28 NUZM ASMX 0L8T B4PO TP,9799.87,Ingreso,2023-01-18
464,AD56 0142 3126 NAQP DQH3 6DHP,-3860.27,Retiro,2023-09-03
465,HR91 3260 1650 1684 6605 0,7845.88,Ingreso,2023-06-04
466,AE50 3619 4884 7110 0327 668,-4770.9,Retiro,2023-02-18
467,FR93 8533 0875 78BX MEAW 6U5T G29,8937.31,Ingreso,2023-04-12
468,TN95 2480 4900 6308 8655 4932,3678.31,Ingreso,2023-07-24
469,IL52 3310 8246 7339 0045 107,-2150.29,Retiro,2023-04-24
470,FR25 1591 1037 12HP TBBM DAOX O01,9323.2,Ingreso,2023-08-12
471,FR81 4564 9002 97J7 RIQD IZYU P25,297.95,Ingreso,2023-11-27
472,FR15 2879 1999 43BY PKBK DHSP M35,-5199.47,Retiro,2023-09-01
473,FR56 8047 8483 27R6 8UM9 JDWQ A47,-7125.82,Retiro,2023-11-27
474,CR83 9857 5609 8193 2208 1,8497.35,Ingreso,2023-01-05
475,LT79 7777 1599 1011 1018,1750.75,Ingreso,2023-11-25
476,CH88 7450 0F8N 4S1C SINZ K,-8847.41,Retiro,2023-05-27
477,FR89 0441 1357 86MT O80E MPDA L74,-2087.31,Retiro,2023-09-05
478,GT12 R4U4 CW8B XV44 LUVF BSFF DFNB,9483.3,Ingreso,2023-11-09
479,SI60 8165 8294 2230 321,-1954.44,Retiro,2023-05-01
480,FR70 7260 5484 86PB GDFH GBVY O66,-5883.45,Retiro,2023-02-14
481,EE42 0835 8025 1937 6479,-1756.44,Retiro,2023-10-26
482,DO05 CMKM 8807 7692 7992 2176 1439,4272.63,Ingreso,2023-11-25
483,FR11 3426 5565 58SY KW1T 8HMJ B88,2704.04,Ingreso,2023-08-07
484,FR88 5822 1592 471E AOUV VIBU G46,-6902.19,Retiro,2023-08-09
485,BG08 WPVU 9931 78R6 QYTG QY,645.26,Ingreso,2023-07-15
486,GB81 WTAW 8867 7305 0036 07,6845.55,Ingreso,2023-10-19
487,PT68 0220 2021 3147 9920 6845 9,8200.05,Ingreso,2023-07-16
488,FR85 1036 3405 86OL MKF2 LWCG 629,5005.6,Ingreso,2023-03-05
489,IE32 PFYI 6412 5546 3450 74,2185.16,Ingreso,2023-05-17
490,RS66 0755 4102 7338 8769 82,-2386.68,Retiro,2023-02-12
491,RS11 2968 2891 4529 1230 66,-3628.98,Retiro,2023-03-10
492,RO50 CYXV JASJ MZOH AELH NL0T,-7846.36,Retiro,2023-01-07
493,SM88 Q386 8008 912G 2XZH MOPG TNQ,1502.48,Ingreso,2023-06-06
494,EE37 6723 9327 9965 1510,8479.13,Ingreso,2023-09-14
495,AT69 8769 0762 5176 0667,649.53,Ingreso,2023-02-22
496,FR15 3157 6194 27CF QMYA N9ZV F07,-2794.29,Retiro,2023-08-04
497,CY88 9981 1854 XIO3 JNNQ 9FUT QZN1,-5536.53,Retiro,2023-11-20
498,KW06 LOPY FHJT TQIQ SPT9 UBRI OOKR L8,-98.96,Retiro,2023-10-29
499,MC42 2806 9717 84YB L16Z LWPZ 739,9703.47,Ingreso,2023-10-15
500,BA64 8597 4790 3807 8905,7088.03,Ingreso,2023-07-29
501,BH11 FWHF 9YGK MOGQ 0PTN O0,2509.21,Ingreso,2023-04-02
502,ME05 5461 4426 0745 6454 08,582.36,Ingreso,2023-02-19
503,DE29 7423 3709 7562 4831 50,3992.59,Ingreso,2023-07-25
504,FR94 4239 7459 40CG HDFM 7VBH Z51,8942.22,Ingreso,2023-04-07
505,FR38 5542 0378 95OB VVU8 Q9OL H26,3698.46,Ingreso,2023-11-20
506,DE61 7064 2161 1302 5166 80,-6783.62,Retiro,2023-05-30
507,RS21 5441 2304 8509 2887 04,-8920.17,Retiro,2023-09-04
508,MT71 OYPV 0019 0YXX 1DRV BELI FILM UVI,-7545.34,Retiro,2023-04-20
509,IS57 9735 8595 5359 2770 3065 64,-1442.04,Retiro,2023-02-21
510,MR58 9676 1017 7597 4329 0111 226,4915.75,Ingreso,2023-07-05
511,LU02 761K WUO6 KG6P TTRW,-4438.87,Retiro,2023-05-19
512,FR46 3355 4693 20CQ WMGQ VTXO Z71,-6443.02,Retiro,2023-11-27
513,AE34 8451 9496 5551 5364 594,-9664.81,Retiro,2023-03-09
514,AE54 5081 9789 5067 8404 943,5157.56,Ingreso,2023-07-27
515,IE95 VEYV 0304 0476 1782 66,5116.98,Ingreso,2023-03-10
516,FR11 6755 9921 615W GO63 GYDE D51,2420.72,Ingreso,2023-01-01
517,SA98 246X RVSC AKBR A5J0 1ZMH,-6951.05,Retiro,2023-11-09
518,KW51 VTCY HNDL ERR3 L1VH RQVI H4RT FJ,-4447.3,Retiro,2023-10-10
519,SA13 05SR GKJ6 ZEON WJV6 RKE3,6051.92,Ingreso,2023-08-24
520,GL49 7261 1368 0342 38,6521.49,Ingreso,2023-08-03
521,MU43 JMIK 2231 1534 6456 6030 713D FD,-2337.96,Retiro,2023-02-17
522,PS59 UNGF 9MD2 U4I2 F569 KT60 QAXT 7,-5355.1,Retiro,2023-10-11
523,BA12 5896 1249 8974 7200,-7678.66,Retiro,2023-01-21
524,MT59 HYJT 5619 1NK6 K0MT IORE HX62 YU1,-1789.15,Retiro,2022-12-20
525,BR29 7561 8667 2099 8533 6376 356U D,5493.68,Ingreso,2023-03-30
526,DO36 B8CC 4662 9557 2620 5262 3190,6362.51,Ingreso,2023-07-27
527,AD82 8649 4545 CTKX DJNV U4IX,-813.81,Retiro,2023-07-28
528,FR70 0476 0867 92G5 WRHN 2DFJ Q26,6867.3,Ingreso,2023-12-11
529,LB09 9731 XUHR 48LG NM3R PJFV RZH4,8700.41,Ingreso,2023-03-04
530,TN71 7249 7834 4223 9781 4201,4634.86,Ingreso,2023-01-07
531,LU72 773V V27P GBPC LSEZ,4128.06,Ingreso,2023-11-27
532,MC24 8493 7699 519H 9FPR UNJH N47,4457.07,Ingreso,2023-08-17
533,MD21 UIXW FDYV ZYFD RFYD BWM1,5819.18,Ingreso,2023-03-29
534,FR40 9355 7438 44Z9 AWDC TDQ0 D87,-2765.35,Retiro,2023-04-11
535,GE26 KS74 8624 8948 9641 83,5916.7,Ingreso,2023-01-31
536,LV96 QVDW GBK7 6WV5 WVOW 0,-5930.03,Retiro,2023-12-05
537,GB98 YGVQ 3718 9100 2868 01,2524.54,Ingreso,2023-04-12
538,BG86 UOSI 3471 8398 PGMC Z8,5013.19,Ingreso,2023-04-12
539,FR90 2127 6045 63F9 HQCX FE3M M95,3527.46,Ingreso,2023-07-09
540,CH45 3691 3GOF VRYY CKI8 N,5039.54,Ingreso,2023-02-28
541,DE36 9680 2476 3447 3599 37,-4252.96,Retiro,2023-07-04
542,PS67 PZBH NBUG AVQL 5BTN B89B UW5E K,-7241.94,Retiro,2023-05-15
543,MT59 MEDQ 2509 6DEK 5XLU 0ABE J4TO OQ2,4447.54,Ingreso,2023-07-29
544,GI89 TODF 3QT3 BHF3 XQKN 3OM,-6816.76,Retiro,2023-03-05
545,IL59 9419 4044 6321 2918 619,-1221.27,Retiro,2023-10-20
546,FR22 3389 6047 22FI BZPO FJOC P78,9215.91,Ingreso,2023-05-14
547,IT37 X888 5243 552M 2TNN 9OJQ BVR,-2484.33,Retiro,2023-09-04
548,BG30 YTYE 5201 901C C4K3 3V,5536.67,Ingreso,2022-12-20
549,BG23 RMEG 5660 93OA WVV1 BZ,-2695.61,Retiro,2023-07-18
550,MD39 RUV3 ZIBC IDPU 5MEO LLUX,-2786.2,Retiro,2023-03-02
551,SA21 11S6 UTZL TSVY XEX9 QNFF,2251.94,Ingreso,2023-06-29
552,LU83 337L UJAJ QZSS EXQI,9778.56,Ingreso,2023-06-16
553,LV43 RYWP YPRT EHOY HEDI D,3188.91,Ingreso,2023-04-19
554,DO76 Y88B 4698 3850 8400 7710 2094,-5813.67,Retiro,2023-09-23
555,CY37 3786 2773 BYLD LRWG 7PVS S22L,4083.23,Ingreso,2023-02-24
556,LT58 8839 4953 9737 4421,959.53,Ingreso,2022-12-30
557,NL68 FENX 9986 9254 86,-2893.7,Retiro,2023-03-29
558,KZ78 973F UD6G B3XQ MTB0,782.36,Ingreso,2023-12-05
559,FR88 3865 4292 75IA FXFU NCIX G36,4603.8,Ingreso,2023-04-21
560,LI10 9879 0QWC 5DOH UG8D 4,-3039.38,Retiro,2023-04-04
561,MD38 HIIV TM8R DS7O TTDP HLHQ,6952.94,Ingreso,2023-04-03
562,FR61 5948 6286 34E8 NT1T WGRK 953,-8065.61,Retiro,2023-02-22
563,FO96 3573 1884 7470 58,-2378.9,Retiro,2023-03-08
564,LV85 XUTD KKTE 05MY OEUW Z,-4687.65,Retiro,2023-03-19
565,PL26 1702 1348 1421 7567 8909 6354,5034.88,Ingreso,2023-01-16
566,AL24 2192 9835 AWZM 3QPI JGP2 NG7Z,-9937.43,Retiro,2023-12-18
567,HR56 3942 1162 7571 9252 3,-8829.83,Retiro,2023-09-22
568,AE68 9799 1590 4816 9675 636,8078.7,Ingreso,2023-01-21
569,LI19 0839 00N6 MVES 7PBA K,-4285.98,Retiro,2023-01-20
570,LV49 KRJM PXAN YCCO 8VUD B,2473.64,Ingreso,2023-04-14
571,CY77 4161 3789 Z0YX ZWKY LHCO 0XTW,-7913.54,Retiro,2022-12-30
572,FR07 8748 9038 39U5 BLTA EMDS I00,706.45,Ingreso,2023-04-03
573,CZ50 8384 9288 0712 6508 6646,-659.92,Retiro,2023-07-07
574,RO51 TKRF ZWQW 1GW9 KWFA YMEN,7.75,Ingreso,2023-06-20
575,BR79 1339 6215 4117 3991 5631 047M N,6989.4,Ingreso,2023-11-10
576,RS62 1893 9558 8942 1303 10,-3694.21,Retiro,2023-02-27
577,MK56 872F YW7P KPPB 788,-5071.62,Retiro,2023-09-30
578,FR84 4414 0579 131J JGAC KRW3 B14,-9584.7,Retiro,2023-10-29
579,GT22 4EPD SR3X UB5W TJ6T 4VDA I7BD,5391.1,Ingreso,2023-04-27
580,NL67 OHXF 0907 6622 16,-8154.72,Retiro,2023-02-24
581,FI60 7618 6821 0520 00,7293.97,Ingreso,2023-10-25
582,CY34 8741 5619 8B2Y K38B WGTA 5SBJ,-5246.37,Retiro,2023-05-31
583,AL31 1480 4822 81LL 8BZ9 E3W8 7DTJ,-4309.94,Retiro,2023-06-05
584,BG35 FCRS 6125 86JP YEKQ YC,-5675.42,Retiro,2023-08-02
585,MK30 4457 GXRN OQBO 705,-9852.89,Retiro,2023-02-04
586,FR96 5485 0750 45T7 ELCV OD6T O53,4020.41,Ingreso,2023-06-19
587,IL57 6636 0590 4797 0551 970,-7533.11,Retiro,2023-10-09
588,GT10 18BW IORN 7UOS 5PYS 0OYI BEKF,-4435.59,Retiro,2023-05-07
589,CZ41 3446 4862 6807 1843 3014,2340.19,Ingreso,2023-11-09
590,ES53 5758 9166 3916 0101 2312,5273.29,Ingreso,2023-03-11
591,LU65 5652 TXUC SISW CR8B,6147.47,Ingreso,2023-09-14
592,SE39 1483 9464 5861 4004 9351,3612.47,Ingreso,2023-10-04
593,BR30 2507 3419 2967 3425 5638 277C K,-8589.16,Retiro,2023-05-03
594,AE96 1168 9878 7724 1374 301,3034.93,Ingreso,2023-02-27
595,PT38 7329 7510 7400 4622 5068 0,-6897.61,Retiro,2023-05-19
596,GB13 GQFM 3743 8483 8145 46,9103.8,Ingreso,2023-01-26
597,FR05 8781 1518 34RV YCAD 0L7J S97,8560.13,Ingreso,2023-06-30
598,IL34 8155 1472 4552 6942 531,852.63,Ingreso,2023-05-02
599,NO61 0391 7462 670,-8338.06,Retiro,2023-10-13
600,IE71 HCKC 8728 8866 8055 04,-6601.21,Retiro,2023-12-06
601,FR91 6490 8564 32KQ 6C0V 03KR I38,1773.51,Ingreso,2023-11-29
602,GL27 3176 9457 9883 36,-6522.32,Retiro,2023-11-26
603,BA10 0351 1238 5304 7522,-9280.36,Retiro,2023-06-04
604,SK51 7627 7646 5939 6674 7371,-9731.27,Retiro,2023-10-26
605,ES73 0933 7959 0987 0488 6719,4921.32,Ingreso,2023-03-09
606,FR76 6836 8992 18KL J3LE 6X0R H19,3528.83,Ingreso,2023-12-10
607,FR35 3441 3255 02SP YBRG OZZE B49,2528.22,Ingreso,2023-07-16
608,BG81 ZNGQ 2526 68AN PU31 CP,3608.26,Ingreso,2022-12-23
609,LU26 246B 2AZ1 OQCD RETO,-4368.73,Retiro,2023-08-04
610,SA89 91JE POQY NON2 61NA 6XS3,-8323.79,Retiro,2023-07-15
611,DO03 MD2F 5622 2854 5050 6920 9748,4028.5,Ingreso,2023-04-26
612,FR18 6345 9825 89LO S0IG 6NOQ B80,-7240.75,Retiro,2023-05-12
613,FR47 3231 7181 75R3 AWU2 NSUP Z91,-2827.82,Retiro,2023-01-13
614,RS27 9897 2258 1141 7453 11,4478.85,Ingreso,2023-05-11
615,ES30 8322 1869 4823 9203 0261,4482.2,Ingreso,2023-09-17
616,RS07 0761 5754 6500 5680 77,-9510.74,Retiro,2023-11-09
617,KW44 YZED 53IZ 399J J39T JA9G B9BK 4G,-6782.96,Retiro,2023-09-25
618,AZ36 AWER Q4MT EK7F S66B FDWY PHXQ,-3395.72,Retiro,2023-10-09
619,FI56 9804 4175 2530 80,-705.89,Retiro,2023-05-10
620,AD71 4774 7166 RNR5 EPJF AVBM,9590.65,Ingreso,2023-01-28
621,BA80 8593 5872 3818 2362,1634.63,Ingreso,2023-11-20
622,CH69 5545 3YFW VNUU MWZK S,1381.12,Ingreso,2023-06-06
623,LB25 3945 1NHC HLIO OERV MOT2 YCKR,1923.53,Ingreso,2023-09-27
624,IE76 KCVM 5346 5970 9939 61,1638.39,Ingreso,2023-01-27
625,MT03 HEMX 6642 3HZ0 AHUW SZ0B KAXU JIF,2981.42,Ingreso,2023-12-06
626,FR36 6750 9308 41AN NXM6 XXXE C00,-6937.18,Retiro,2023-12-11
627,RS78 0150 9110 8384 5009 49,-3927.53,Retiro,2023-01-15
628,RS22 4867 8948 4189 0928 29,4969.29,Ingreso,2023-05-19
629,EE20 7861 5362 2154 6289,-3436.68,Retiro,2023-10-21
630,NL54 PPOU 2254 8258 09,-4213.42,Retiro,2023-05-16
631,LU23 737G OJNV ZIME LIRR,8561.87,Ingreso,2023-12-03
632,AZ72 KQIU SCEX NI0O BALL U2FD K6CB,-4396.12,Retiro,2023-06-10
633,MR94 3801 3851 8649 6930 2173 552,-1804.05,Retiro,2023-08-25
634,LB89 7199 Z86D EXAC 4C00 XZG4 PNPT,7869.64,Ingreso,2023-08-18
635,FO73 3843 9873 5360 96,-801.34,Retiro,2023-08-10
636,BE79 7059 0732 3086,377.61,Ingreso,2023-01-05
637,MU55 ZILC 0033 9299 0898 9874 720Q AB,2121.39,Ingreso,2023-08-15
638,GL54 3795 4895 1990 60,4970.51,Ingreso,2023-08-02
639,GE62 HU33 5554 5518 9488 34,-6400.74,Retiro,2023-10-06
640,IT57 H668 2039 399Z RFFI 26HI ZQ9,-717.87,Retiro,2023-06-11
641,AD13 7012 7205 CVOV K56N PRJV,-985.56,Retiro,2023-12-13
642,PT40 1167 8135 0940 1893 4382 7,-3295.38,Retiro,2023-10-25
643,NO48 9673 6786 669,-7460.88,Retiro,2023-11-30
644,FR18 4718 6902 60FK O2JR ZC5U N45,-1158.9,Retiro,2023-10-16
645,GE86 EH74 6417 1886 2199 01,1965.4,Ingreso,2023-12-13
646,AL86 7935 7948 1WLL GXCX RA8X MR8Y,7905.09,Ingreso,2023-02-08
647,LU44 248C GKKD E9YU TKPR,3258.97,Ingreso,2023-11-03
648,CZ08 1252 2650 8654 8649 9305,9864.53,Ingreso,2023-04-14
649,AE44 1224 1205 8120 4675 741,-6147.62,Retiro,2023-07-07
650,MD16 AWIG WLN0 QLQF YXXN 5HFR,2441.88,Ingreso,2023-09-30
651,GR70 8445 509X UPFN 4CY5 RE2G GSW,3590.09,Ingreso,2023-06-25
652,FR64 5607 7692 62UG VPJS GPW7 671,517.78,Ingreso,2023-04-07
653,DO45 NIWS 8462 3552 9445 1598 9818,-7796.04,Retiro,2023-07-11
654,FR15 7288 6335 86BF NUPP SPC1 L29,8178.65,Ingreso,2023-07-30
655,GT96 NULN OYMG QEMC XEX3 OEVO HPMD,8066.46,Ingreso,2023-11-24
656,NO52 7306 8137 085,8589.63,Ingreso,2023-06-10
657,FR28 5840 2519 30GI XMY6 PV5X A00,1234.16,Ingreso,2023-07-15
658,RS73 3810 8674 8436 8297 70,701.0,Ingreso,2023-09-15
659,LB12 6823 YWYA NRFZ V9FG NDPU W7XD,5307.16,Ingreso,2023-09-23
660,CR37 1025 4534 3430 6596 3,1164.91,Ingreso,2023-01-13
